1,1,0,0
1,1,1,0
1,1,2,0
1,1,3,0.0006331843090477123
1,1,4,0.0003861505742440746
1,2,0,0
1,2,1,0
1,2,2,0.0003293881827313034
1,2,3,0.0015207238912538926
1,2,4,0.0005177476229631638
1,3,0,0
1,3,1,0.006726088118727408
1,3,2,0.0006540185058743036
1,3,3,0.0006715212459851345
1,3,4,0.0014310697570141134
1,4,0,0
1,4,1,0.003281288649922186
1,4,2,0.002049633970397913
1,4,3,0.0009439691856683583
1,4,4,0.001090726844461114
1,5,0,0
1,5,1,0.0029983965554555517
1,5,2,0.0015619909556298982
1,5,3,0.001552828573223183
1,5,4,0.0008296583638856982
1,6,0,0
1,6,1,0.0063221507071583236
1,6,2,0.0013655225739907246
1,6,3,0.0011605118623413723
1,6,4,0.0026646089074946816
1,7,0,0
1,7,1,0.0040093569211294075
1,7,2,0.0027013696380471623
1,7,3,0
1,7,4,0.0009417408850557822
1,8,0,0
1,8,1,0
1,8,2,0
1,8,3,0
1,8,4,0
1,9,0,0
1,9,1,0.15009462565604784
1,9,2,0
1,9,3,0.006225437414198947
1,9,4,0.012827352045859917
1,10,0,0
1,10,1,0.02414765177729979
1,10,2,0.13508514663360943
1,10,3,0
1,10,4,0.013238253449795689
2,1,0,0
2,1,1,0
2,1,2,0
2,1,3,0
2,1,4,0
2,2,0,0
2,2,1,0
2,2,2,0
2,2,3,0
2,2,4,0
2,3,0,0.000849015416695734
2,3,1,0.06330923317769646
2,3,2,0
2,3,3,0.0015150687990474695
2,3,4,0.0038531989302387857
2,4,0,0.0011315445483101576
2,4,1,0.03033389670630486
2,4,2,0.014541233234016578
2,4,3,0.0015217937514950856
2,4,4,0.0026731978990728526
2,5,0,0.0014366282249907985
2,5,1,0.2541865828003217
2,5,2,0.009122862882894475
2,5,3,0.0025690213768764787
2,5,4,0.003039911358895883
2,6,0,0.002047720544427558
2,6,1,0.017077802017702634
2,6,2,0.2287679244335368
2,6,3,0.0031459450217786976
2,6,4,0.006928912649190592
2,7,0,0.0015073056040362776
2,7,1,0.016073039187313544
2,7,2,0.2058911317092523
2,7,3,0.0037316493018576006
2,7,4,0.007325805530637079
2,8,0,0
2,8,1,0
2,8,2,0.1853020176873101
2,8,3,0.006628190520114533
2,8,4,0.010361564291492553
2,9,0,0.006104081367108903
2,9,1,0
2,9,2,0.16677181349747083
2,9,3,0.007855744842552857
2,9,4,0.011525936139411701
2,10,0,0.007693199128350441
2,10,1,0.0023790217623442817
2,10,2,0.05091392082540392
2,10,3,0
2,10,4,0.012082887227953113
3,1,0,0
3,1,1,0.0012461611376044868
3,1,2,0
3,1,3,0.0010908044611744288
3,1,4,0.00024025955957766466
3,2,0,0
3,2,1,0.013630189290999722
3,2,2,0.0004206287923138636
3,2,3,0.002704677641390326
3,2,4,0.0022949765198910497
3,3,0,0.001976986154018056
3,3,1,0.34867844009955334
3,3,2,0.00483980881914732
3,3,3,0.002225682920635347
3,3,4,0.003628941543052006
3,4,0,0.001633616628961861
3,4,1,0
3,4,2,0.31381059608796674
3,4,3,0.001444725570900842
3,4,4,0.006132918639697012
