1,3711
2,778
3,2251
4,3172
5,3034
6,1413
7,1085
8,1289
9,2488
10,407
11,3248
12,1934
13,431
14,1898
15,723
16,163
17,1226
18,3044
19,1512
20,1864
21,301
22,821
23,84
24,214
25,596
26,1165
27,1074
28,2156
29,492
30,150
31,2159
32,1738
33,767
34,946
35,1754
36,365
37,184
38,631
39,2567
40,1395
41,103
42,282
43,2146
44,648
45,787
46,1400
47,215
48,902
49,240
50,1298
51,2213
52,476
53,363
54,1420
55,640
56,207
57,367
58,104
59,156
60,413
61,135
62,861
63,753
64,196
65,239
66,98
67,827
68,90
69,847
70,240
71,330
72,138
73,50
74,66
75,71
76,411
77,176
78,335
79,90
80,145
81,523
82,146
83,160
84,59
85,157
86,207
87,295
88,225
89,35
90,66
91,65
92,78
93,74
94,1089
95,381
96,111
97,201
98,50
99,411
100,54
101,89
102,75
103,71
104,73
105,235
106,77
107,25
108,179
109,170
110,28
111,60
112,87
113,33
114,153
115,96
116,108
117,63
118,31
119,37
120,109
121,91
122,32
123,60
124,106
125,64
126,56
127,51
128,53
129,108
130,61
131,92
132,40
133,29
134,155
135,48
136,67
137,42
138,58
139,31
140,30
141,23
142,58
143,49
144,72
145,26
146,26
147,38
148,39
149,21
150,30
151,43
152,26
153,23
154,39
155,21
156,24
157,28
158,22
159,35
160,45
161,27
162,51
163,29
164,21
165,20
166,20
167,22
168,24
169,20
170,21
171,28
172,21
173,23
174,21
175,26
176,24
177,23
178,22
179,22
180,25
181,21
182,20
183,24
184,20
185,21
186,21
187,20
188,20
189,22
190,20
191,20
192,20
193,20
194,20
195,20
196,21
197,20
198,20
199,20
200,20
201,20
202,20
203,20
204,21
205,20
206,20
207,20
208,20
209,20
210,20
211,20
212,20
213,20
214,20
215,20
216,20
217,20
218,20
219,20
220,20
221,20
222,20
223,20
224,20
225,20
226,20
227,20
228,20
229,20
230,20
231,20
232,20
233,20
234,20
235,20
236,20
237,20
238,20
239,20
240,20
241,20
242,20
243,20
244,20
245,20
246,20
247,20
248,20
249,20
250,20
251,20
252,20
253,20
254,20
255,20
256,20
257,20
258,20
259,20
260,20
261,20
262,20
263,20
264,20
265,20
266,20
267,20
268,20
269,20
270,20
271,20
272,20
273,20
274,20
275,20
276,20
277,20
278,20
279,20
280,20
281,20
282,20
283,20
284,20
285,20
286,20
287,20
288,20
289,20
290,20
291,20
292,20
293,20
294,20
295,20
296,20
297,20
298,20
299,20
300,20
301,20
302,20
303,20
304,20
305,20
306,20
307,20
308,20
309,20
310,20
311,20
312,20
313,20
314,20
315,20
316,20
317,20
318,20
319,20
320,20
321,20
322,20
323,20
324,20
325,20
326,20
327,20
328,20
329,20
330,20
331,20
332,20
333,20
334,20
335,20
336,20
337,20
338,20
339,20
340,20
341,20
342,20
343,20
344,20
345,20
346,20
347,20
348,20
349,20
350,20
351,20
352,20
353,20
354,20
355,20
356,20
357,20
358,20
359,20
360,20
361,20
362,20
363,20
364,20
365,20
366,20
367,20
368,20
369,20
370,20
371,20
372,20
373,20
374,20
375,20
376,20
377,20
378,20
379,20
380,20
381,20
382,20
383,20
384,20
385,20
386,20
387,20
388,20
389,20
390,20
391,20
392,20
393,20
394,20
395,20
396,20
397,20
398,20
399,20
400,20
401,20
402,20
403,20
404,20
405,20
406,20
407,20
408,20
409,20
410,20
411,20
412,20
413,20
414,20
415,20
416,20
417,20
418,20
419,20
420,20
421,20
422,20
423,20
424,20
425,20
426,20
427,20
428,20
429,20
430,20
431,20
432,20
433,20
434,20
435,20
436,20
437,20
438,20
439,20
440,20
441,20
442,20
443,20
444,20
445,20
446,20
447,20
448,20
449,20
450,20
451,20
452,20
453,20
454,20
455,20
456,20
457,20
458,20
459,20
460,20
461,20
462,20
463,20
464,20
465,20
466,20
467,20
468,20
469,20
470,20
471,20
472,20
473,20
474,20
475,20
476,20
477,20
478,20
479,20
480,20
481,20
482,20
483,20
484,20
485,20
486,20
487,20
488,20
489,20
490,20
491,20
492,20
493,20
494,20
495,20
496,20
497,20
498,20
499,20
500,20
